SmartMeter,Timestamp,A+,A-,R+,R-,Overload,Curtailment
138,2020-04-06 13:00:00.0,1790,0,170,110,0,0
139,2020-04-06 13:00:00.0,1436,0,63,39,0,0
140,2020-04-06 13:00:00.0,2601,0,8,372,0,0
141,2020-04-06 13:00:00.0,677,0,62,68,0,0
142,2020-04-06 13:00:00.0,3585,0,4,43,1,0
143,2020-04-06 13:00:00.0,3585,0,117,133,1,0
162,2020-04-06 13:00:00.0,687,0,92,133,0,0
163,2020-04-06 13:00:00.0,2799,0,236,0,0,0
164,2020-04-06 13:00:00.0,2325,0,56,93,0,0
165,2020-04-06 13:00:00.0,690,0,2,65,0,0
166,2020-04-06 13:00:00.0,47,0,103,0,0,0
167,2020-04-06 13:00:00.0,3577,0,0,242,1,0
67,2020-04-06 13:00:00.0,940,0,0,95,0,0
68,2020-04-06 13:00:00.0,1550,0,45,64,0,0
35,2020-04-06 13:00:00.0,532,0,188,11,0,0
36,2020-04-06 13:00:00.0,450,0,180,9,0,0
37,2020-04-06 13:00:00.0,3583,0,166,38,1,0
38,2020-04-06 13:00:00.0,778,0,29,53,0,0
39,2020-04-06 13:00:00.0,3585,0,74,4,1,0
40,2020-04-06 13:00:00.0,224,0,44,4,0,0
41,2020-04-06 13:00:00.0,3583,0,130,0,1,0
42,2020-04-06 13:00:00.0,732,0,144,1,0,0
43,2020-04-06 13:00:00.0,1277,0,21,5,0,0
44,2020-04-06 13:00:00.0,3584,0,25,133,1,0
45,2020-04-06 13:00:00.0,3585,0,46,82,1,0
46,2020-04-06 13:00:00.0,3577,0,4,244,1,0
47,2020-04-06 13:00:00.0,207,0,57,18,0,0
48,2020-04-06 13:00:00.0,554,0,78,49,0,0
1,2020-04-06 13:00:00.0,280,0,0,209,0,0
2,2020-04-06 13:00:00.0,3580,0,0,199,1,0
3,2020-04-06 13:00:00.0,1107,0,14,37,0,0
4,2020-04-06 13:00:00.0,88,0,52,0,0,0
5,2020-04-06 13:00:00.0,313,0,0,431,0,0
6,2020-04-06 13:00:00.0,76,0,3,78,0,0
146,2020-04-06 13:00:00.0,453,0,0,81,0,0
147,2020-04-06 13:00:00.0,288,0,189,12,0,0
148,2020-04-06 13:00:00.0,3574,0,3,294,1,0
149,2020-04-06 13:00:00.0,13,0,28,63,0,0
150,2020-04-06 13:00:00.0,3585,0,16,79,1,0
151,2020-04-06 13:00:00.0,326,0,93,35,0,0
152,2020-04-06 13:00:00.0,32,0,67,4,0,0
153,2020-04-06 13:00:00.0,724,0,101,3,0,0
102,2020-04-06 13:00:00.0,3556,0,473,16,1,0
103,2020-04-06 13:00:00.0,482,0,102,136,0,0
104,2020-04-06 13:00:00.0,3585,0,6,0,1,0
105,2020-04-06 13:00:00.0,3585,0,88,47,1,0
106,2020-04-06 13:00:00.0,568,0,124,29,0,0
107,2020-04-06 13:00:00.0,29,0,10,32,0,0
108,2020-04-06 13:00:00.0,319,0,124,1,0,0
109,2020-04-06 13:00:00.0,9,0,20,2,0,0
117,2020-04-06 13:00:00.0,65,0,13,18,0,0
118,2020-04-06 13:00:00.0,224,0,135,4,0,0
119,2020-04-06 13:00:00.0,1326,0,2898,0,0,0
120,2020-04-06 13:00:00.0,1521,0,57,37,0,0
121,2020-04-06 13:00:00.0,1,0,569,15,0,0
122,2020-04-06 13:00:00.0,325,0,22,8,0,0
123,2020-04-06 13:00:00.0,166,0,102,0,0,0
124,2020-04-06 13:00:00.0,90,0,3,134,0,0
125,2020-04-06 13:00:00.0,1066,0,66,34,0,0
126,2020-04-06 13:00:00.0,0,1136,0,5,0,0
127,2020-04-06 13:00:00.0,3577,0,245,3,1,0
173,2020-04-06 13:00:00.0,820,0,21,139,0,0
174,2020-04-06 13:00:00.0,3585,0,27,2,1,0
175,2020-04-06 13:00:00.0,3577,0,250,2,1,0
176,2020-04-06 13:00:00.0,2919,5837,1355,77,0,0
177,2020-04-06 13:00:00.0,3475,0,885,1,1,0
69,2020-04-06 13:00:00.0,1153,0,380,0,0,0
70,2020-04-06 13:00:00.0,781,0,155,0,0,0
71,2020-04-06 13:00:00.0,128,0,22,0,0,0
72,2020-04-06 13:00:00.0,603,0,0,577,0,0
73,2020-04-06 13:00:00.0,836,0,8,5,0,0
74,2020-04-06 13:00:00.0,1598,0,212,15,0,0
75,2020-04-06 13:00:00.0,3566,0,380,3,1,0
76,2020-04-06 13:00:00.0,3582,0,0,164,1,0
77,2020-04-06 13:00:00.0,3584,0,49,143,1,0
78,2020-04-06 13:00:00.0,682,0,8,3,0,0
79,2020-04-06 13:00:00.0,33,0,20,2,0,0
80,2020-04-06 13:00:00.0,934,0,7,180,0,0
81,2020-04-06 13:00:00.0,0,1144,91,0,0,0
82,2020-04-06 13:00:00.0,2079,0,37,9,0,0
83,2020-04-06 13:00:00.0,3585,0,83,19,1,0
84,2020-04-06 13:00:00.0,67,0,0,177,0,0
85,2020-04-06 13:00:00.0,131,0,15,0,0,0
86,2020-04-06 13:00:00.0,222,0,0,69,0,0
87,2020-04-06 13:00:00.0,619,0,260,14,0,0
88,2020-04-06 13:00:00.0,530,0,260,188,0,0
89,2020-04-06 13:00:00.0,1381,0,71,32,0,0
211,2020-04-06 13:00:00.0,1164,0,2,274,0,0
51,2020-04-06 13:00:00.0,573,0,30,12,0,0
52,2020-04-06 13:00:00.0,3575,0,3,277,1,0
53,2020-04-06 13:00:00.0,478,0,193,4,0,0
54,2020-04-06 13:00:00.0,31,0,17,0,0,0
55,2020-04-06 13:00:00.0,168,0,44,22,0,0
56,2020-04-06 13:00:00.0,1117,0,33,45,0,0
57,2020-04-06 13:00:00.0,2159,0,10,140,0,0
58,2020-04-06 13:00:00.0,964,0,349,104,0,0
168,2020-04-06 13:00:00.0,533,0,23,51,0,0
169,2020-04-06 13:00:00.0,3585,0,3,1,1,0
170,2020-04-06 13:00:00.0,3581,0,0,184,1,0
171,2020-04-06 13:00:00.0,3394,0,254,0,0,0
172,2020-04-06 13:00:00.0,1034,0,17,22,0,0
10,2020-04-06 13:00:00.0,334,0,24,0,0,0
11,2020-04-06 13:00:00.0,1073,0,6,320,0,0
12,2020-04-06 13:00:00.0,3551,0,529,35,1,0
13,2020-04-06 13:00:00.0,3585,0,39,3,1,0
14,2020-04-06 13:00:00.0,226,0,120,16,0,0
15,2020-04-06 13:00:00.0,149,0,132,7,0,0
16,2020-04-06 13:00:00.0,1549,0,211,2,0,0
17,2020-04-06 13:00:00.0,622,0,14,66,0,0
18,2020-04-06 13:00:00.0,648,0,483,2,0,0
19,2020-04-06 13:00:00.0,3182,7168,609,792,1,0
20,2020-04-06 13:00:00.0,3585,0,0,19,1,0
21,2020-04-06 13:00:00.0,3585,0,21,33,1,0
49,2020-04-06 13:00:00.0,111,0,58,0,0,0
50,2020-04-06 13:00:00.0,760,0,198,0,0,0
144,2020-04-06 13:00:00.0,0,0,0,0,0,0
145,2020-04-06 13:00:00.0,463,0,0,369,0,0
90,2020-04-06 13:00:00.0,3581,0,169,0,1,0
91,2020-04-06 13:00:00.0,875,0,19,100,0,0
92,2020-04-06 13:00:00.0,629,0,48,0,0,0
93,2020-04-06 13:00:00.0,3583,0,128,0,1,0
94,2020-04-06 13:00:00.0,268,0,158,17,0,0
95,2020-04-06 13:00:00.0,372,0,25,40,0,0
96,2020-04-06 13:00:00.0,306,0,199,8,0,0
97,2020-04-06 13:00:00.0,925,0,118,33,0,0
98,2020-04-06 13:00:00.0,3560,0,421,0,1,0
99,2020-04-06 13:00:00.0,157,0,95,0,0,0
100,2020-04-06 13:00:00.0,179,0,63,0,0,0
101,2020-04-06 13:00:00.0,365,0,1,105,0,0
178,2020-04-06 13:00:00.0,271,0,6,134,0,0
179,2020-04-06 13:00:00.0,3585,0,13,0,1,0
180,2020-04-06 13:00:00.0,681,0,260,14,0,0
181,2020-04-06 13:00:00.0,2367,0,35,55,0,0
182,2020-04-06 13:00:00.0,3585,0,76,13,1,0
183,2020-04-06 13:00:00.0,984,0,10,11,0,0
184,2020-04-06 13:00:00.0,509,0,433,5,0,0
185,2020-04-06 13:00:00.0,12,0,2,102,0,0
59,2020-04-06 13:00:00.0,3584,0,251,152,1,0
60,2020-04-06 13:00:00.0,3580,0,207,7,1,0
61,2020-04-06 13:00:00.0,106,0,21,29,0,0
62,2020-04-06 13:00:00.0,597,0,245,0,0,0
63,2020-04-06 13:00:00.0,255,0,188,0,0,0
64,2020-04-06 13:00:00.0,864,0,35,7,0,0
65,2020-04-06 13:00:00.0,3585,0,26,51,1,0
66,2020-04-06 13:00:00.0,385,0,356,37,0,0
154,2020-04-06 13:00:00.0,1251,0,11,15,0,0
155,2020-04-06 13:00:00.0,3585,0,47,56,1,0
156,2020-04-06 13:00:00.0,1391,0,1,263,0,0
157,2020-04-06 13:00:00.0,399,0,47,82,0,0
158,2020-04-06 13:00:00.0,3577,0,270,19,1,0
159,2020-04-06 13:00:00.0,34,0,62,5,0,0
160,2020-04-06 13:00:00.0,3578,0,96,323,1,0
161,2020-04-06 13:00:00.0,843,0,170,12,0,0
22,2020-04-06 13:00:00.0,379,0,32,19,0,0
23,2020-04-06 13:00:00.0,3339,0,1307,0,1,0
24,2020-04-06 13:00:00.0,1001,0,4,3,0,0
25,2020-04-06 13:00:00.0,3584,0,1,109,1,0
26,2020-04-06 13:00:00.0,3186,0,5,97,0,0
27,2020-04-06 13:00:00.0,365,0,31,12,0,0
28,2020-04-06 13:00:00.0,1316,0,2,28,0,0
29,2020-04-06 13:00:00.0,1103,0,198,113,0,0
30,2020-04-06 13:00:00.0,3187,0,116,63,0,0
31,2020-04-06 13:00:00.0,76,0,0,43,0,0
32,2020-04-06 13:00:00.0,2117,0,14,171,0,0
33,2020-04-06 13:00:00.0,0,1636,2026,0,0,0
34,2020-04-06 13:00:00.0,3581,0,11,181,1,0
186,2020-04-06 13:00:00.0,3186,0,138,44,0,0
187,2020-04-06 13:00:00.0,179,0,2,64,0,0
188,2020-04-06 13:00:00.0,1058,0,84,2,0,0
189,2020-04-06 13:00:00.0,690,0,61,13,0,0
190,2020-04-06 13:00:00.0,47,0,4,136,0,0
191,2020-04-06 13:00:00.0,1014,0,323,0,0,0
192,2020-04-06 13:00:00.0,1314,0,2903,0,0,0
193,2020-04-06 13:00:00.0,1219,0,503,27,0,0
194,2020-04-06 13:00:00.0,102,0,13,93,0,0
195,2020-04-06 13:00:00.0,27,0,55,0,0,0
196,2020-04-06 13:00:00.0,3582,0,152,4,1,0
197,2020-04-06 13:00:00.0,1408,0,85,15,0,0
198,2020-04-06 13:00:00.0,174,0,11,49,0,0
199,2020-04-06 13:00:00.0,964,0,2,219,0,0
200,2020-04-06 13:00:00.0,353,0,8,10,0,0
201,2020-04-06 13:00:00.0,1400,0,202,1,0,0
202,2020-04-06 13:00:00.0,557,0,28,1,0,0
203,2020-04-06 13:00:00.0,251,0,0,0,0,0
204,2020-04-06 13:00:00.0,3185,0,99,0,0,0
205,2020-04-06 13:00:00.0,487,0,77,70,0,0
206,2020-04-06 13:00:00.0,1783,0,180,88,0,0
207,2020-04-06 13:00:00.0,550,0,50,31,0,0
208,2020-04-06 13:00:00.0,3585,0,81,3,1,0
209,2020-04-06 13:00:00.0,131,0,123,49,0,0
210,2020-04-06 13:00:00.0,0,7170,119,49,1,0
7,2020-04-06 13:00:00.0,17,0,0,150,0,0
8,2020-04-06 13:00:00.0,9,0,64,64,0,0
9,2020-04-06 13:00:00.0,391,0,61,3,0,0
212,2020-04-06 13:00:00.0,41,0,208,2,0,0
213,2020-04-06 13:00:00.0,3585,0,11,42,1,0
214,2020-04-06 13:00:00.0,1475,0,108,7,0,0
215,2020-04-06 13:00:00.0,0,0,50,180,0,0
216,2020-04-06 13:00:00.0,383,0,17,137,0,0
217,2020-04-06 13:00:00.0,546,0,6,31,0,0
218,2020-04-06 13:00:00.0,0,2894,2,47,0,0
219,2020-04-06 13:00:00.0,3585,0,27,9,1,0
128,2020-04-06 13:00:00.0,43,0,0,142,0,0
129,2020-04-06 13:00:00.0,1,0,5,3,0,0
130,2020-04-06 13:00:00.0,2098,0,899,23,0,0
131,2020-04-06 13:00:00.0,468,0,103,5,0,0
132,2020-04-06 13:00:00.0,1131,0,3,169,0,0
133,2020-04-06 13:00:00.0,3585,0,44,3,1,0
134,2020-04-06 13:00:00.0,3585,0,27,50,1,0
135,2020-04-06 13:00:00.0,1501,0,6,277,0,0
136,2020-04-06 13:00:00.0,12,0,91,44,0,0
137,2020-04-06 13:00:00.0,822,0,46,50,0,0
110,2020-04-06 13:00:00.0,3585,0,5,72,1,0
111,2020-04-06 13:00:00.0,659,0,0,322,0,0
112,2020-04-06 13:00:00.0,447,0,270,1,0,0
113,2020-04-06 13:00:00.0,2225,0,2,135,0,0
114,2020-04-06 13:00:00.0,754,0,239,7,0,0
115,2020-04-06 13:00:00.0,450,0,234,37,0,0
116,2020-04-06 13:00:00.0,3585,0,106,159,1,0
